Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Product ID,Product Name
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,29.24,5,0.2,9.8685,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,35.168,2,0.2,-8.3524,OFF-ST-10002485,Rogers Deluxe File Chest
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Machines,1362.9,3,0.3,-19.47,TEC-MA-10003230,Okidata C610n Printer
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,317.058,3,0.3,-18.1176,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,15.76,2,0.2,3.546,OFF-AR-10001683,Lumber Crayons
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,14.56,5,0.6,-6.188,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange"
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,196.21,7,0.0,98.105,OFF-BI-10002854,"Performers Binder/Pad Holder, Black"
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Art,35.4,5,0.0,13.452,OFF-AR-10002445,SANFORD Major Accent Highlighters
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,419.4,5,0.2,146.79,OFF-PA-10004359,Multicolor Computer Printout Paper
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,13.005,3,0.7,-9.9705,OFF-BI-10000279,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders"
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,7.712,2,0.2,2.7956,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,4.176,1,0.2,1.305,OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Paper,38.88,6,0.0,18.6624,OFF-PA-10000295,Xerox 229
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,17.64,4,0.0,8.1144,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,93.456,3,0.2,-17.523,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum"
Standard Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,449.91,9,0.0,157.4685,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset
Second Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Bookcases,344.94,3,0.0,31.0446,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
Second Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,14.76,2,0.0,4.2804,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak"
Second Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,12.76,2,0.0,5.8696,OFF-BI-10003350,Acco Expandable Hanging Binders
Second Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Labels,58.48,8,0.0,27.4856,OFF-LA-10004093,Avery 486
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,20.096,4,0.2,3.0144,FUR-FU-10000732,Eldon 200 Class Desk Accessories
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,37.752,3,0.2,4.2471,OFF-SU-10004884,Acme Galleria Hot Forged Steel Scissors with Colored Handles
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,138.588,1,0.4,-34.647,FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled"
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,259.92,5,0.2,-25.992,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,20.736,4,0.2,7.2576,OFF-PA-10004100,Xerox 216
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Furnishings,129.93,3,0.0,12.993,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,69.93,7,0.0,31.4685,OFF-PA-10001712,Xerox 1948
Second Class,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Art,140.736,4,0.2,12.3144,OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener
First Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Binders,8.32,5,0.2,2.808,OFF-BI-10004967,Round Ring Binders
Standard Class,Home Office,United States,Sacramento,California,95823,West,Furniture,Furnishings,9.98,1,0.0,2.7944,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak"
First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,62.94,3,0.0,30.2112,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,21.488,2,0.2,1.6116,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black"
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,239.976,3,0.2,26.9973,TEC-PH-10001051,HTC One
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,34.504,2,0.6,-15.5268,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"
Same Day,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,20.104,2,0.6,-16.5858,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany"
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,3.798,1,0.8,-6.0768,OFF-BI-10000315,Poly Designer Cover & Back
Same Day,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,7.88,5,0.6,-3.94,FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Tables,35.445,1,0.5,-24.1026,FUR-TA-10002607,KI Conference Tables
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Machines,269.97,2,0.7,-386.957,TEC-MA-10003356,Panasonic KX MC6040 Color Laser Multifunction Printer
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,45.12,3,0.2,-7.896,TEC-AC-10002217,Imation Clip USB flash drive - 8 GB
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,100.8,2,0.2,21.42,TEC-AC-10004353,Hypercom P1300 Pinpad
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,47.968,2,0.2,4.1972,FUR-CH-10004754,"Global Stack Chair with Arms, Black"
First Class,Consumer,United States,Pomona,California,91767,West,Technology,Accessories,99.98,2,0.0,34.993,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset
First Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,9.96,2,0.0,4.8804,OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)
Standard Class,Corporate,United States,Everett,Washington,98208,West,Office Supplies,Binders,3.856,1,0.2,1.3978,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,98.376,3,0.2,35.6613,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Furnishings,22.38,3,0.6,-7.833,FUR-FU-10001085,3M Polarizing Light Filter Sleeves
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,3.882,2,0.7,-2.588,OFF-BI-10000301,GBC Instant Report Kit
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,12.585,1,0.7,-18.0385,TEC-MA-10002930,Ricoh - Ink Collector Unit for GX3000 Series Printers
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,113.372,2,0.3,-29.1528,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,18.312,4,0.7,-12.208,OFF-BI-10003707,Aluminum Screw Posts
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,127.936,8,0.2,4.7976,FUR-FU-10001057,Tensor Track Tree Floor Lamp
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,241.17,2,0.7,-168.819,TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,6.24,3,0.0,2.6208,FUR-FU-10003981,Eldon Wave Desk Accessories
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,17.9,5,0.0,8.95,OFF-FA-10000624,OIC Binder Clips
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,3266.376,3,0.2,1061.5722,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,1.68,5,0.8,-2.688,OFF-BI-10003784,Computer Printout Index Tabs
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Furnishings,7.968,3,0.6,-2.3904,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Chairs,113.372,2,0.3,-3.2392,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton"
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Furnishings,2.96,2,0.6,-1.406,FUR-FU-10001935,3M Hangers With Command Adhesive
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,168.1,5,0.0,43.706,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection
Standard Class,Corporate,United States,Montgomery,Alabama,36116,South,Office Supplies,Envelopes,98.46,9,0.0,49.23,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"
Standard Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Tables,358.58,2,0.0,39.4438,FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base"
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,32.48,2,0.0,4.872,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Technology,Copiers,17499.95,5,0.0,8399.976,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Binders,735.98,2,0.0,331.191,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Binders,34.37,7,0.0,16.8413,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Art,33.96,2,0.0,9.5088,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners
Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,197.97,3,0.0,53.4519,TEC-PH-10001750,Samsung Rugby III
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,17.48,4,0.0,4.5448,OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags"
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,8.016,3,0.2,1.002,OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set
Same Day,Consumer,United States,Santa Ana,California,92704,West,Furniture,Tables,146.04,1,0.2,-12.7785,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table"
Standard Class,Corporate,United States,Montebello,California,90640,West,Technology,Accessories,27.88,2,0.0,3.9032,TEC-AC-10004803,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive
Standard Class,Corporate,United States,Thousand Oaks,California,91360,West,Office Supplies,Labels,152.65,5,0.0,70.219,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"
Standard Class,Corporate,United States,Thousand Oaks,California,91360,West,Furniture,Furnishings,22.72,1,0.0,9.3152,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock"
Standard Class,Corporate,United States,Vineland,New Jersey,8360,East,Office Supplies,Art,11.12,4,0.0,2.8912,OFF-AR-10003732,Newell 333
Standard Class,Corporate,United States,Torrance,California,90503,West,Office Supplies,Appliances,1640.7,5,0.0,459.396,OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black"
Standard Class,Corporate,United States,Torrance,California,90503,West,Technology,Phones,371.2,5,0.2,41.76,TEC-PH-10003505,Geemarc AmpliPOWER60
First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,14.832,3,0.7,-10.3824,OFF-BI-10002852,Ibico Standard Transparent Covers
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Accessories,20.7,3,0.0,1.656,TEC-AC-10004877,Imation 30456 USB Flash Drive 8GB
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Fasteners,11.34,3,0.0,5.2164,OFF-FA-10002975,Staples
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Storage,67.9,5,0.0,0.679,OFF-ST-10000419,"Rogers Jumbo File, Granite"
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Chairs,1059.12,4,0.0,307.1448,FUR-CH-10002073,Hon Olson Stacker Chairs
Standard Class,Home Office,United States,El Cajon,California,92020,West,Furniture,Chairs,478.48,2,0.2,47.848,FUR-CH-10000155,Global Comet Stacking Armless Chair
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,32.04,4,0.0,14.418,OFF-PA-10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,"
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,55.992,1,0.2,3.4995,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock
First Class,Consumer,United States,Frankfort,Illinois,60423,Central,Office Supplies,Paper,76.864,2,0.2,26.9024,OFF-PA-10003134,Xerox 1937
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,59.92,4,0.0,27.5632,FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt"
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Bookcases,1565.88,6,0.0,407.1288,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,106.05,7,0.0,49.8435,OFF-BI-10001460,Plastic Binding Combs
Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Storage,62.04,4,0.0,17.3712,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray"
Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Technology,Phones,494.97,3,0.0,148.491,TEC-PH-10003601,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver"
Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Storage,367.96,4,0.0,14.7184,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h"
Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,44.96,2,0.0,20.6816,OFF-PA-10001994,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size"
Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Envelopes,182.94,3,0.0,85.9818,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box"
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,28.14,3,0.0,13.5072,OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk"
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,7.38,2,0.0,3.4686,OFF-LA-10001404,Avery 517
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Fasteners,10.9,5,0.0,3.597,OFF-FA-10001561,Stockwell Push Pins
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,274.89,11,0.0,46.7313,TEC-AC-10001383,Logitech Wireless Touch Keyboard K400
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,23.04,8,0.0,11.2896,OFF-LA-10003190,Avery 474
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,218.352,3,0.2,-19.1058,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki"
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,OFF-PA-10000520,Xerox 201
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Binders,12.672,2,0.2,4.752,OFF-BI-10004465,Avery Durable Slant Ring Binders
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,91.96,5,0.2,-20.691,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Accessories,254.97,3,0.0,91.7892,TEC-AC-10000844,Logitech Gaming G510s - Keyboard
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,31.984,2,0.2,-7.996,TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,2887.056,9,0.2,180.441,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,12.96,2,0.0,6.2208,OFF-PA-10003848,Xerox 1997
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,47.52,9,0.0,21.384,OFF-PA-10002606,Xerox 1928
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,11.952,3,0.2,3.8844,OFF-LA-10004853,Avery 483
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,4.98,1,0.0,2.3406,OFF-PA-10004948,Xerox 190
Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Office Supplies,Binders,10.78,5,0.8,-17.248,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Technology,Accessories,119.976,3,0.2,-17.9964,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Labels,25.06,2,0.0,11.7782,OFF-LA-10004545,Avery 50
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Tables,1652.94,3,0.0,314.0586,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,131.376,6,0.6,-95.2476,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,5.344,1,0.2,1.8704,OFF-PA-10003001,Xerox 1986
Second Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Chairs,2003.92,5,0.2,125.245,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter
Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Paper,32.4,5,0.0,15.552,OFF-PA-10004255,Xerox 219
Second Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,1913.4,9,0.0,401.814,FUR-TA-10001705,Bush Advantage Collection Round Conference Table
Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,146.73,3,0.0,2.9346,OFF-ST-10002554,Tennsco Industrial Shelving
Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Paper,114.2,5,0.0,52.532,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream"
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Chairs,2567.84,8,0.0,770.352,FUR-CH-10002320,Hon Pagoda Stacking Chairs
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Technology,Accessories,37.056,4,0.2,8.8008,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Technology,Phones,259.896,2,0.4,-56.3108,TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,19.05,3,0.0,8.763,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Binders,73.344,3,0.2,27.504,OFF-BI-10000666,Surelock Post Binders
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Technology,Phones,95.68,8,0.0,26.7904,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,50.96,7,0.0,24.4608,OFF-PA-10000673,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad"
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Art,113.94,3,0.0,34.182,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue"
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,25.92,4,0.0,12.4416,OFF-PA-10003848,Xerox 1997
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,20.32,4,0.0,6.9088,FUR-FU-10002963,"Master Caster Door Stop, Gray"
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Technology,Phones,411.98,2,0.0,119.4742,TEC-PH-10002447,AT&T CL83451 4-Handset Telephone
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Supplies,34.48,2,0.0,9.9992,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack"
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,244.55,5,0.0,114.9385,OFF-PA-10003228,Xerox 1917
Standard Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,10.782,3,0.7,-7.9068,OFF-BI-10004817,GBC Personal VeloBind Strips
Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Furniture,Chairs,602.651,7,0.3,-163.5767,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy"
Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,7.656,6,0.8,-13.0152,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings
Standard Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,559.93,7,0.0,167.979,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset
Same Day,Corporate,United States,Huntington Beach,California,92646,West,Technology,Copiers,2399.96,5,0.2,839.986,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Fasteners,16.0,4,0.2,5.6,OFF-FA-10002280,Advantus Plastic Paper Clips
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,5.588,2,0.8,-15.0876,OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,235.92,5,0.2,-44.235,OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray"
Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Storage,10.68,1,0.0,2.8836,OFF-ST-10003221,Staple magnet
Same Day,Corporate,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,41.28,2,0.0,19.8144,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,1001.584,2,0.2,125.198,TEC-PH-10002584,Samsung Galaxy S4
Standard Class,Corporate,United States,North Charleston,South Carolina,29406,South,Furniture,Furnishings,14.76,2,0.0,4.2804,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak"
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,2.502,3,0.7,-2.0016,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,115.96,2,0.0,25.5112,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,186.54,3,0.0,50.3658,OFF-ST-10004340,"Fellowes Mobile File Cart, Black"
Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,159.56,4,0.0,59.0372,TEC-AC-10001714,Logitech MX Performance Wireless Mouse
Standard Class,Consumer,United States,West Palm Beach,Florida,33407,South,Technology,Phones,55.984,2,0.2,4.1988,TEC-PH-10002844,Speck Products Candyshell Flip Case
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,132.16,1,0.2,9.912,OFF-ST-10000585,Economy Rollaway Files
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,17.904,6,0.8,-31.332,OFF-BI-10002824,Recycled Easel Ring Binders
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,124.032,4,0.2,44.9616,OFF-PA-10001289,White Computer Printout Paper by Universal
Standard Class,Corporate,United States,Sacramento,California,95823,West,Furniture,Chairs,1403.92,5,0.2,70.196,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,28.8,3,0.0,0.864,OFF-SU-10003567,Stiletto Hand Letter Openers
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,24.588,2,0.7,-18.0312,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
